uuid,source,category,material_or_activity,region,activity_name,unit,value_kgco2e,uncertainty_pct,data_quality_score_1to5,reference_year,methodology,allocation,reference,notes,last_updated,meta
59fdd641-d047-464d-bfcb-daae08664a40,DEFRA,Fibre,Viscose,CN,Fibre - Viscose (CN),kgCO2e/kg,9.9695,15,3,2023,Process-based,Economic,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-11,"{""env"":""pilot"",""license"":""TBD""}"
907c0e08-9556-4ee1-9137-d4fd0b9b7f55,Climatiq,Fibre,Cotton,CN,Fibre - Cotton (CN),kgCO2e/kg,2.9429,20,3,2021,Hybrid,None,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-31,"{""env"":""pilot"",""license"":""TBD""}"
cedcdc66-5fa4-488c-b193-ec6bedf720d9,Higg MSI,Office & IT,Data Center kWh,US,Office & IT - Data Center kWh (US),kgCO2e/kWh,0.3169,15,2,2024,Attributional,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-29,"{""env"":""pilot"",""license"":""TBD""}"
ae9a1532-3807-4714-90de-b392b5b64e46,DEFRA,Yarn,Open End,TR,Yarn - Open End (TR),kgCO2e/kg,6.9849,5,1,2023,Attributional,None,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-19,"{""env"":""pilot"",""license"":""TBD""}"
2b8008da-819f-44d5-8aab-1d058325e5c0,DEFRA,Fibre,Viscose,TR,Fibre - Viscose (TR),kgCO2e/kg,11.1511,15,3,2020,Attributional,Economic,DEFRA 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-18,"{""env"":""pilot"",""license"":""TBD""}"
50ad9d4f-fc0d-4915-a9b1-cf769fe6af31,Climatiq,Yarn,Filament,TR,Yarn - Filament (TR),kgCO2e/kg,2.9051,20,2,2019,Process-based,Mass,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-28,"{""env"":""pilot"",""license"":""TBD""}"
b625500b-5b9f-4137-9817-89c6de3d6e23,Ecoinvent,Fabric,Woven,CN,Fabric - Woven (CN),kgCO2e/kg,2.7171,40,5,2021,Consequential,Energy Content,Ecoinvent 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-28,"{""env"":""pilot"",""license"":""TBD""}"
9e525622-f8fa-4b6e-b1df-19a4aa4cd791,Ecoinvent,Office & IT,Laptop Usage,CN,Office & IT - Laptop Usage (CN),kgCO2e/kWh,0.4456,10,3,2024,Hybrid,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-17,"{""env"":""pilot"",""license"":""TBD""}"
f16b8cae-f2ff-45c3-8731-8fd005a83f85,Higg MSI,Office & IT,Data Center kWh,CN,Office & IT - Data Center kWh (CN),kgCO2e/kWh,0.5877,5,3,2023,Process-based,None,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-23,"{""env"":""pilot"",""license"":""TBD""}"
ea98a7be-81d1-46b0-a86e-93cadd9b0b10,Climatiq,Yarn,Ring Spun,TR,Yarn - Ring Spun (TR),kgCO2e/kg,7.4516,20,3,2024,Hybrid,Economic,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-08,"{""env"":""pilot"",""license"":""TBD""}"
626b4595-ee42-4a4d-923a-3f6fed0b1176,DEFRA,Distribution,3PL Hub,TR,Distribution - 3PL Hub (TR),kgCO2e/item,0.2154,40,3,2025,Attributional,Economic,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-02,"{""env"":""pilot"",""license"":""TBD""}"
4eb6cbb2-eb1c-4362-951a-94c72f690e14,Ecoinvent,Packaging,Paper Wrap,Global,Packaging - Paper Wrap (Global),kgCO2e/item,0.068,10,1,2023,Consequential,None,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-30,"{""env"":""pilot"",""license"":""TBD""}"
2ba2a4ae-7b2f-4e75-9cf0-99873e8851b3,Ecoinvent,Distribution,3PL Hub,US,Distribution - 3PL Hub (US),kgCO2e/item,0.3452,15,4,2024,Hybrid,Economic,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-10,"{""env"":""pilot"",""license"":""TBD""}"
83195a06-7aba-4bbc-af65-b613e0e2ceb0,DEFRA,Fibre,Wool,TR,Fibre - Wool (TR),kgCO2e/kg,10.0171,15,3,2018,Hybrid,Mass,DEFRA 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-06,"{""env"":""pilot"",""license"":""TBD""}"
78afd046-644e-4977-8285-17296dca1d20,Higg MSI,Distribution,3PL Hub,Global,Distribution - 3PL Hub (Global),kgCO2e/item,0.0807,10,4,2019,Process-based,Energy Content,Higg MSI 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-13,"{""env"":""pilot"",""license"":""TBD""}"
a23aed51-ef2b-4a58-8d18-e914b963fdb9,Ecoinvent,Fibre,Cotton,US,Fibre - Cotton (US),kgCO2e/kg,2.4823,20,5,2024,Process-based,None,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-02,"{""env"":""pilot"",""license"":""TBD""}"
ce9329bb-32f2-412b-8828-312d452fded9,Ecoinvent,Retail,Store Electricity,CN,Retail - Store Electricity (CN),kgCO2e/kWh,0.6691,40,2,2021,Hybrid,None,Ecoinvent 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-16,"{""env"":""pilot"",""license"":""TBD""}"
e56effa5-da1c-476a-bd18-a224ac946021,Higg MSI,Fibre,Viscose,EU,Fibre - Viscose (EU),kgCO2e/kg,3.8804,10,5,2021,Hybrid,Energy Content,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-17,"{""env"":""pilot"",""license"":""TBD""}"
5a3baf83-b561-43ca-a226-13427bb9d34e,Ecoinvent,Fibre,Recycled Polyester,EU,Fibre - Recycled Polyester (EU),kgCO2e/kg,3.013,20,3,2022,Process-based,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-11,"{""env"":""pilot"",""license"":""TBD""}"
0085a889-206e-4e12-b6fc-45fc1e71c54d,Climatiq,Retail,Returns Processing,EU,Retail - Returns Processing (EU),kgCO2e/kWh,0.4269,20,5,2018,Hybrid,Mass,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-23,"{""env"":""pilot"",""license"":""TBD""}"
38d925a7-0bd8-4dff-a9dd-65029e1cae40,Higg MSI,Office & IT,Data Center kWh,Global,Office & IT - Data Center kWh (Global),kgCO2e/kWh,0.5109,20,4,2023,Consequential,None,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-22,"{""env"":""pilot"",""license"":""TBD""}"
5402a8a3-9480-4ee7-8b5f-7310641cda42,Climatiq,Garment,Dress,EU,Garment - Dress (EU),kgCO2e/item,23.3872,40,3,2022,Attributional,Economic,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-04,"{""env"":""pilot"",""license"":""TBD""}"
dede6ec9-ff8f-43d5-8352-06ff04b5e264,Climatiq,Distribution,Last-Mile Van,US,Distribution - Last-Mile Van (US),kgCO2e/item,0.3313,10,1,2021,Hybrid,Mass,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-30,"{""env"":""pilot"",""license"":""TBD""}"
581003d3-b062-47a2-8b48-57c1e6f13086,Higg MSI,Retail,Returns Processing,TR,Retail - Returns Processing (TR),kgCO2e/kWh,0.3238,50,3,2023,Process-based,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-12,"{""env"":""pilot"",""license"":""TBD""}"
860f35f8-0ccf-455b-9ab3-96b0bc3ebef8,Climatiq,Packaging,Carton Box,US,Packaging - Carton Box (US),kgCO2e/item,0.16,10,4,2022,Hybrid,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-17,"{""env"":""pilot"",""license"":""TBD""}"
227f2b59-945c-4922-b6e0-be521c84e99a,Higg MSI,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.6673,20,3,2022,Hybrid,None,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-18,"{""env"":""pilot"",""license"":""TBD""}"
ca42c108-3d65-49fb-a2d8-19b00cf0aaec,DEFRA,Office & IT,Office Heating,CN,Office & IT - Office Heating (CN),kgCO2e/kWh,0.2693,40,1,2020,Consequential,Economic,DEFRA 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-18,"{""env"":""pilot"",""license"":""TBD""}"
1cc59fa6-ad42-4540-82b7-7de8a45db4e3,Climatiq,Transport,Rail,CN,Transport - Rail (CN),kgCO2e/tonne-km,0.8042,15,5,2022,Consequential,Mass,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-22,"{""env"":""pilot"",""license"":""TBD""}"
3662371d-b10e-48ba-8de4-574c109b57e8,Climatiq,Fibre,Organic Cotton,TR,Fibre - Organic Cotton (TR),kgCO2e/kg,11.977,20,4,2021,Process-based,Energy Content,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-20,"{""env"":""pilot"",""license"":""TBD""}"
d117daa9-d3fe-4994-8432-8e37b93c1354,Ecoinvent,Fibre,Cotton,CN,Fibre - Cotton (CN),kgCO2e/kg,10.5572,5,5,2024,Attributional,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-14,"{""env"":""pilot"",""license"":""TBD""}"
cb3edd04-f540-4560-b10d-1cc8213aee35,DEFRA,Fibre,Cotton,Global,Fibre - Cotton (Global),kgCO2e/kg,6.1455,40,4,2024,Hybrid,None,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-10,"{""env"":""pilot"",""license"":""TBD""}"
d6bdbeb2-e79e-4a9c-9beb-0253a834571f,Ecoinvent,Dyeing & Finishing,Vat Dyeing,Global,Dyeing & Finishing - Vat Dyeing (Global),kgCO2e/kg,1.5549,15,5,2020,Attributional,None,Ecoinvent 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-14,"{""env"":""pilot"",""license"":""TBD""}"
e28ee201-68de-4327-8b20-3b16461292c9,Ecoinvent,Fibre,Wool,Global,Fibre - Wool (Global),kgCO2e/kg,4.3374,15,3,2021,Consequential,Energy Content,Ecoinvent 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-20,"{""env"":""pilot"",""license"":""TBD""}"
45264c80-6240-4e72-9592-f60acfcbfe54,Ecoinvent,Yarn,Blended Yarn,TR,Yarn - Blended Yarn (TR),kgCO2e/kg,4.4418,10,4,2018,Hybrid,Energy Content,Ecoinvent 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-23,"{""env"":""pilot"",""license"":""TBD""}"
c7ef9e06-eb2e-4079-a8ef-5cd5ff6687f0,Higg MSI,Yarn,Open End,US,Yarn - Open End (US),kgCO2e/kg,3.8522,20,5,2024,Consequential,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-29,"{""env"":""pilot"",""license"":""TBD""}"
fbe71cdf-484f-4b4d-9c57-1ede59e909a2,Climatiq,Retail,E-commerce Ops,CN,Retail - E-commerce Ops (CN),kgCO2e/kWh,0.4587,20,2,2024,Consequential,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-06,"{""env"":""pilot"",""license"":""TBD""}"
c85732a6-465b-47ad-8486-e0fb554f3a46,Climatiq,Fabric,Knit,Global,Fabric - Knit (Global),kgCO2e/kg,4.378,5,1,2025,Consequential,Economic,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-15,"{""env"":""pilot"",""license"":""TBD""}"
067d7fb3-42cc-4a68-be78-b5c75f6c29c1,Higg MSI,Distribution,Last-Mile Van,Global,Distribution - Last-Mile Van (Global),kgCO2e/item,0.1967,15,2,2024,Process-based,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-01,"{""env"":""pilot"",""license"":""TBD""}"
5ea2d14b-64ce-4913-a1bb-99ad0685a073,Ecoinvent,Fabric,Jersey,Global,Fabric - Jersey (Global),kgCO2e/kg,8.9147,5,4,2021,Process-based,Economic,Ecoinvent 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-08,"{""env"":""pilot"",""license"":""TBD""}"
343249e3-cfc3-4805-af4f-e7333169e354,DEFRA,Transport,Truck Euro6,TR,Transport - Truck Euro6 (TR),kgCO2e/tonne-km,0.7726,40,5,2022,Hybrid,None,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-21,"{""env"":""pilot"",""license"":""TBD""}"
acc52f4a-8ffc-4965-b443-14e4ee5c3977,Climatiq,Retail,Store Electricity,CN,Retail - Store Electricity (CN),kgCO2e/kWh,0.5449,15,4,2024,Attributional,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-06,"{""env"":""pilot"",""license"":""TBD""}"
d8e723af-b2a7-4867-b4c5-be07b254e16d,DEFRA,Packaging,Polybag,CN,Packaging - Polybag (CN),kgCO2e/item,0.0358,10,1,2021,Process-based,Mass,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-01,"{""env"":""pilot"",""license"":""TBD""}"
506a0a63-c96b-446e-b8bb-d23648e4b445,Higg MSI,Fabric,Fleece,CN,Fabric - Fleece (CN),kgCO2e/kg,16.6228,20,3,2021,Process-based,Energy Content,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-30,"{""env"":""pilot"",""license"":""TBD""}"
64ae9b0d-cbf0-435d-9851-f038f1235b68,Ecoinvent,Retail,Returns Processing,US,Retail - Returns Processing (US),kgCO2e/kWh,0.5353,30,3,2023,Consequential,Economic,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-20,"{""env"":""pilot"",""license"":""TBD""}"
7f994c7c-8fae-4ec0-b9f1-338d79748e58,Climatiq,Retail,Store Electricity,Global,Retail - Store Electricity (Global),kgCO2e/kWh,0.4859,15,4,2024,Attributional,Energy Content,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-29,"{""env"":""pilot"",""license"":""TBD""}"
292db6b8-6c01-4052-be8e-418322ab3c75,DEFRA,Office & IT,Data Center kWh,EU,Office & IT - Data Center kWh (EU),kgCO2e/kWh,0.2835,10,1,2018,Attributional,Economic,DEFRA 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-19,"{""env"":""pilot"",""license"":""TBD""}"
b5eaa909-5a3a-441a-9b26-253e035247bc,Higg MSI,Fabric,Fleece,EU,Fabric - Fleece (EU),kgCO2e/kg,3.4974,10,3,2023,Attributional,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-18,"{""env"":""pilot"",""license"":""TBD""}"
daf4d0c6-6f6b-4366-aa06-e47d01f65df0,Higg MSI,Garment,Dress,CN,Garment - Dress (CN),kgCO2e/item,18.7861,10,3,2024,Process-based,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-08,"{""env"":""pilot"",""license"":""TBD""}"
5976737a-8855-490a-9717-35f1f63c21c0,Climatiq,Yarn,Blended Yarn,Global,Yarn - Blended Yarn (Global),kgCO2e/kg,3.3805,5,1,2021,Hybrid,Economic,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-13,"{""env"":""pilot"",""license"":""TBD""}"
edaa65a7-acb1-4696-8f0c-acf1a824752b,Climatiq,Transport,Rail,US,Transport - Rail (US),kgCO2e/tonne-km,0.2618,5,2,2023,Hybrid,Economic,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-14,"{""env"":""pilot"",""license"":""TBD""}"
7e305ae2-a44c-4f03-bfb3-76e028634e82,Ecoinvent,Yarn,Open End,TR,Yarn - Open End (TR),kgCO2e/kg,3.0065,15,4,2022,Attributional,None,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-23,"{""env"":""pilot"",""license"":""TBD""}"
416a8c08-68c3-4dbd-97ac-9ec503e0794c,Climatiq,Garment,Dress,CN,Garment - Dress (CN),kgCO2e/item,23.7994,10,5,2020,Consequential,Mass,Climatiq 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-14,"{""env"":""pilot"",""license"":""TBD""}"
637c6f00-6929-4d44-b879-7feb519d1076,Climatiq,Fabric,Denim,US,Fabric - Denim (US),kgCO2e/kg,4.3847,5,3,2024,Consequential,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-16,"{""env"":""pilot"",""license"":""TBD""}"
332ce936-7416-4edb-8077-03c684aa8087,DEFRA,Garment,Hoodie,EU,Garment - Hoodie (EU),kgCO2e/item,14.2474,50,1,2024,Process-based,Economic,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-26,"{""env"":""pilot"",""license"":""TBD""}"
8bba23bd-c395-4f47-8e95-73e7567d6810,Higg MSI,Garment,T-Shirt,Global,Garment - T-Shirt (Global),kgCO2e/item,22.6896,20,2,2018,Process-based,Energy Content,Higg MSI 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-12,"{""env"":""pilot"",""license"":""TBD""}"
4185fa99-4e2c-4708-a014-05e6be8b0837,Higg MSI,Yarn,Open End,US,Yarn - Open End (US),kgCO2e/kg,3.3388,5,3,2023,Consequential,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-01,"{""env"":""pilot"",""license"":""TBD""}"
ee6a0cea-9704-4f36-a933-4f068e988c5d,Climatiq,Dyeing & Finishing,Disperse Dyeing,TR,Dyeing & Finishing - Disperse Dyeing (TR),kgCO2e/kg,8.6612,10,3,2025,Process-based,Mass,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-06,"{""env"":""pilot"",""license"":""TBD""}"
c8e4e0bb-61e4-4bd8-9eee-4736d40ab893,Higg MSI,Retail,Store Electricity,US,Retail - Store Electricity (US),kgCO2e/kWh,0.2801,20,3,2024,Attributional,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-20,"{""env"":""pilot"",""license"":""TBD""}"
d9100233-c62e-4219-9f90-13d3f65d6b16,Higg MSI,Packaging,Hangtag,TR,Packaging - Hangtag (TR),kgCO2e/item,0.035,20,4,2023,Attributional,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-17,"{""env"":""pilot"",""license"":""TBD""}"
a15c233f-5226-481d-bb76-6cdb7e883d16,Higg MSI,Fibre,Recycled Polyester,TR,Fibre - Recycled Polyester (TR),kgCO2e/kg,5.2261,20,3,2022,Hybrid,Mass,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-17,"{""env"":""pilot"",""license"":""TBD""}"
e436a2d6-b74e-4bcc-ac08-888da9dd484e,Ecoinvent,Distribution,Warehouse (Ambient),Global,Distribution - Warehouse (Ambient) (Global),kgCO2e/item,0.4716,10,5,2021,Consequential,Energy Content,Ecoinvent 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-14,"{""env"":""pilot"",""license"":""TBD""}"
889ce5b1-2193-4579-8072-340a94dddfe4,Climatiq,Office & IT,Data Center kWh,CN,Office & IT - Data Center kWh (CN),kgCO2e/kWh,0.2723,10,3,2020,Attributional,None,Climatiq 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-30,"{""env"":""pilot"",""license"":""TBD""}"
a98fb10a-8614-4121-93d6-df280d9d76d1,Ecoinvent,Dyeing & Finishing,Reactive Dyeing,Global,Dyeing & Finishing - Reactive Dyeing (Global),kgCO2e/kg,3.567,40,2,2022,Consequential,Economic,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-09,"{""env"":""pilot"",""license"":""TBD""}"
feadcbf0-b82e-4086-be41-78ef67f53b19,Higg MSI,Distribution,Warehouse (Ambient),TR,Distribution - Warehouse (Ambient) (TR),kgCO2e/item,0.3889,10,5,2025,Consequential,Energy Content,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-22,"{""env"":""pilot"",""license"":""TBD""}"
55dd7a0c-be38-4355-b970-2682465f5b15,Higg MSI,Garment,Shirt,EU,Garment - Shirt (EU),kgCO2e/item,3.3873,15,4,2018,Consequential,None,Higg MSI 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-12,"{""env"":""pilot"",""license"":""TBD""}"
53f43359-286a-4f66-b1b3-f3cf27d3946e,Climatiq,Fabric,Jersey,US,Fabric - Jersey (US),kgCO2e/kg,6.992,15,5,2023,Process-based,None,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-15,"{""env"":""pilot"",""license"":""TBD""}"
7ddc0384-36a6-4a47-bb1a-606f3b9983e8,Higg MSI,Fibre,Viscose,TR,Fibre - Viscose (TR),kgCO2e/kg,7.2604,20,3,2020,Attributional,None,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-01,"{""env"":""pilot"",""license"":""TBD""}"
5a960335-9df2-4b09-abb8-3e4cf9b50acb,Ecoinvent,Distribution,3PL Hub,US,Distribution - 3PL Hub (US),kgCO2e/item,0.2206,15,4,2025,Process-based,Mass,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-23,"{""env"":""pilot"",""license"":""TBD""}"
c6bc73d8-271f-45e2-8a08-3b6f75ee0314,Ecoinvent,Fibre,Cotton,Global,Fibre - Cotton (Global),kgCO2e/kg,10.1411,40,4,2023,Consequential,Mass,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-18,"{""env"":""pilot"",""license"":""TBD""}"
24c466c9-2348-4542-9fb4-a4beb63f15c2,Higg MSI,Distribution,3PL Hub,US,Distribution - 3PL Hub (US),kgCO2e/item,0.3671,15,3,2020,Consequential,None,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-26,"{""env"":""pilot"",""license"":""TBD""}"
5f913eb5-b5f0-48db-a71b-91cca2d39f4a,Ecoinvent,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.8904,15,1,2023,Process-based,Economic,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-11,"{""env"":""pilot"",""license"":""TBD""}"
4f6943ec-244a-4519-a7d4-bc9810051e55,Climatiq,Packaging,Hangtag,EU,Packaging - Hangtag (EU),kgCO2e/item,0.2443,20,3,2020,Hybrid,Energy Content,Climatiq 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-12,"{""env"":""pilot"",""license"":""TBD""}"
d47bfb87-118a-40be-8581-9a30af3db221,Ecoinvent,Garment,Shirt,TR,Garment - Shirt (TR),kgCO2e/item,4.7719,20,4,2019,Consequential,Mass,Ecoinvent 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-29,"{""env"":""pilot"",""license"":""TBD""}"
d41bd7ca-326f-42e6-a411-24367417a846,Climatiq,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.5678,10,3,2024,Process-based,Mass,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-24,"{""env"":""pilot"",""license"":""TBD""}"
f89ff547-3e72-424e-afdd-ebf0d40a4da8,Ecoinvent,Garment,Hoodie,TR,Garment - Hoodie (TR),kgCO2e/item,24.2718,10,3,2024,Process-based,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-16,"{""env"":""pilot"",""license"":""TBD""}"
77d5cf3a-d07b-4c17-b7e2-2e7cacf71d2b,Climatiq,Retail,E-commerce Ops,EU,Retail - E-commerce Ops (EU),kgCO2e/kWh,0.4831,20,3,2023,Hybrid,Energy Content,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-20,"{""env"":""pilot"",""license"":""TBD""}"
9ad20e12-90fd-492c-8849-946e744a87ef,Higg MSI,Office & IT,Laptop Usage,US,Office & IT - Laptop Usage (US),kgCO2e/kWh,0.2138,10,4,2020,Process-based,Economic,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-03,"{""env"":""pilot"",""license"":""TBD""}"
e378a69f-fd37-4166-ac94-b4c7340331e6,Higg MSI,Yarn,Ring Spun,TR,Yarn - Ring Spun (TR),kgCO2e/kg,7.2024,10,5,2020,Process-based,None,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-03,"{""env"":""pilot"",""license"":""TBD""}"
a4a76ee1-2365-4bef-bebf-9c455621e44b,Higg MSI,Fabric,Jersey,Global,Fabric - Jersey (Global),kgCO2e/kg,8.4875,20,4,2023,Consequential,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-19,"{""env"":""pilot"",""license"":""TBD""}"
bdd84cb4-f6f3-40e8-8bec-02d687cdb906,Ecoinvent,Dyeing & Finishing,Heat Setting,EU,Dyeing & Finishing - Heat Setting (EU),kgCO2e/kg,8.1048,30,3,2022,Consequential,Economic,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-15,"{""env"":""pilot"",""license"":""TBD""}"
dc91cf7e-b677-4bb5-82d1-fa77c0d73b31,Ecoinvent,Distribution,Warehouse (Ambient),EU,Distribution - Warehouse (Ambient) (EU),kgCO2e/item,0.5118,15,3,2024,Process-based,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-15,"{""env"":""pilot"",""license"":""TBD""}"
8c6bea11-0c97-46ef-9cc2-48382262be8f,Ecoinvent,Garment,Jeans,US,Garment - Jeans (US),kgCO2e/item,17.1403,10,1,2022,Hybrid,Mass,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-17,"{""env"":""pilot"",""license"":""TBD""}"
a334a597-000c-4e22-bebb-544e4bd5f5e8,Higg MSI,Transport,Sea Container,US,Transport - Sea Container (US),kgCO2e/tonne-km,1.0744,20,3,2024,Consequential,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-09,"{""env"":""pilot"",""license"":""TBD""}"
fb48a01a-8748-412c-a1c7-2e14e1a06485,Higg MSI,Fibre,Organic Cotton,EU,Fibre - Organic Cotton (EU),kgCO2e/kg,11.3225,5,4,2020,Consequential,Energy Content,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-26,"{""env"":""pilot"",""license"":""TBD""}"
